x,Response Time(ms),The Number of Concurrent Requests,,,
RSDQL,1199,100,,,
RSDQL,1199,100,,,
RSDQL,1177,100,,,
RSDQL,1184,100,,,
RSDQL,944,100,,,
RSDQL,1200,100,,,
RSDQL,991,100,,,
RSDQL,1229,100,,,
RSDQL,1251,100,,,
RSDQL,1370,100,,,
RSDQL,1183,100,,,
RSDQL,1273,100,,,
RSDQL,1267,100,,,
RSDQL,1242,100,,,
RSDQL,1219,100,,,
RSDQL,1238,100,,,
RSDQL,1226,100,,,
RSDQL,1167,100,,,
RSDQL,1403,100,,,
RSDQL,1244,100,,,
RSDQL,1217,100,,,
RSDQL,1189,100,,,
RSDQL,1170,100,,,
RSDQL,1176,100,,,
RSDQL,989,100,,,
RSDQL,1229,100,,,
RSDQL,1172,100,,,
RSDQL,1171,100,,,
RSDQL,1467,100,,,
RSDQL,988,100,,,
RSDQL,1181,100,,,
RSDQL,1599,100,,,
RSDQL,1194,100,,,
RSDQL,1178,100,,,
RSDQL,1229,100,,,
RSDQL,962,100,,,
RSDQL,1214,100,,,
RSDQL,1194,100,,,
RSDQL,1240,100,,,
RSDQL,1236,100,,,
RSDQL,1173,100,,,
RSDQL,1173,100,,,
RSDQL,1202,100,,,
RSDQL,1206,100,,,
RSDQL,1205,100,,,
RSDQL,1178,100,,,
RSDQL,1237,100,,,
RSDQL,1362,100,,,
RSDQL,994,100,,,
RSDQL,1206,100,,,
RSDQL,1012,100,,,
RSDQL,1218,100,,,
RSDQL,1398,100,,,
RSDQL,1059,100,,,
RSDQL,1414,100,,,
RSDQL,1204,100,,,
RSDQL,1206,100,,,
RSDQL,1223,100,,,
RSDQL,1614,100,,,
RSDQL,983,100,,,
RSDQL,767,100,,,
RSDQL,1171,100,,,
RSDQL,940,100,,,
RSDQL,967,100,,,
RSDQL,1241,100,,,
RSDQL,1225,100,,,
RSDQL,1273,100,,,
RSDQL,1012,100,,,
RSDQL,1063,100,,,
RSDQL,1314,100,,,
RSDQL,1349,100,,,
RSDQL,1330,100,,,
RSDQL,1045,100,,,
RSDQL,1279,100,,,
RSDQL,1475,100,,,
RSDQL,1070,100,,,
RSDQL,998,100,,,
RSDQL,1047,100,,,
RSDQL,1277,100,,,
RSDQL,815,100,,,
RSDQL,1026,100,,,
RSDQL,1238,100,,,
RSDQL,1507,100,,,
RSDQL,1265,100,,,
RSDQL,1040,100,,,
RSDQL,1237,100,,,
RSDQL,1096,100,,,
RSDQL,1724,100,,,
RSDQL,1260,100,,,
RSDQL,1264,100,,,
RSDQL,1460,100,,,
RSDQL,1525,100,,,
RSDQL,1067,100,,,
RSDQL,1491,100,,,
RSDQL,1264,100,,,
RSDQL,1267,100,,,
RSDQL,1277,100,,,
RSDQL,1493,100,,,
RSDQL,1762,100,,,
RSDQL,1066,100,,,
RSDQL,1268,100,,,
RSDQL,1527,100,,,
RSDQL,1478,100,,,
RSDQL,1265,100,,,
RSDQL,1061,100,,,
RSDQL,1280,100,,,
RSDQL,1243,100,,,
RSDQL,1477,100,,,
RSDQL,1924,100,,,
RSDQL,1037,100,,,
RSDQL,1043,100,,,
RSDQL,1289,100,,,
RSDQL,1239,100,,,
RSDQL,1261,100,,,
RSDQL,1493,100,,,
RSDQL,1312,100,,,
RSDQL,1262,100,,,
RSDQL,1307,100,,,
RSDQL,1262,100,,,
RSDQL,1337,100,,,
RSDQL,1320,100,,,
RSDQL,1067,100,,,
RSDQL,1515,100,,,
RSDQL,1520,100,,,
RSDQL,1288,100,,,
RSDQL,1275,100,,,
RSDQL,1514,100,,,
RSDQL,1039,100,,,
RSDQL,1286,100,,,
RSDQL,1078,100,,,
RSDQL,1307,100,,,
RSDQL,1293,100,,,
RSDQL,1289,100,,,
RSDQL,1296,100,,,
RSDQL,1117,100,,,
RSDQL,1090,100,,,
RSDQL,1100,100,,,
RSDQL,1062,100,,,
RSDQL,1291,100,,,
RSDQL,1518,100,,,
RSDQL,1281,100,,,
RSDQL,1283,100,,,
RSDQL,1313,100,,,
RSDQL,1289,100,,,
RSDQL,1291,100,,,
RSDQL,1280,100,,,
RSDQL,1282,100,,,
RSDQL,1295,100,,,
RSDQL,1321,100,,,
RSDQL,1515,100,,,
RSDQL,1041,100,,,
RSDQL,1309,100,,,
RSDQL,1712,100,,,
RSDQL,1265,100,,,
RSDQL,1262,100,,,
RSDQL,1292,100,,,
RSDQL,1283,100,,,
RSDQL,1521,100,,,
RSDQL,1266,100,,,
RSDQL,1253,100,,,
RSDQL,1535,100,,,
RSDQL,1272,100,,,
RSDQL,1493,100,,,
RSDQL,1552,100,,,
RSDQL,1005,100,,,
RSDQL,1220,100,,,
RSDQL,1228,100,,,
RSDQL,1525,100,,,
RSDQL,1227,100,,,
RSDQL,1512,100,,,
RSDQL,1257,100,,,
RSDQL,1239,100,,,
RSDQL,1557,100,,,
RSDQL,1263,100,,,
RSDQL,1488,100,,,
RSDQL,1208,100,,,
RSDQL,1228,100,,,
RSDQL,1229,100,,,
RSDQL,995,100,,,
RSDQL,1267,100,,,
RSDQL,1248,100,,,
RSDQL,1003,100,,,
RSDQL,1507,100,,,
RSDQL,1021,100,,,
RSDQL,751,100,,,
RSDQL,1248,100,,,
RSDQL,1436,100,,,
RSDQL,1230,100,,,
RSDQL,979,100,,,
RSDQL,1218,100,,,
RSDQL,1196,100,,,
RSDQL,1212,100,,,
RSDQL,1010,100,,,
RSDQL,1207,100,,,
RSDQL,1215,100,,,
RSDQL,1446,100,,,
RSDQL,1253,100,,,
RSDQL,1191,100,,,
RSDQL,1199,100,,,
RSDQL,1208,100,,,
RSDQL,1198,100,,,
RSDQL,1033,100,,,
RSDQL,1210,100,,,
RSDQL,1683,100,,,
RSDQL,1237,100,,,
RSDQL,1203,100,,,
RSDQL,1222,100,,,
RSDQL,1456,100,,,
RSDQL,983,100,,,
RSDQL,1252,100,,,
RSDQL,983,100,,,
RSDQL,959,100,,,
RSDQL,1276,100,,,
RSDQL,1250,100,,,
RSDQL,1270,100,,,
RSDQL,1249,100,,,
RSDQL,967,100,,,
RSDQL,1216,100,,,
RSDQL,1283,100,,,
RSDQL,1216,100,,,
RSDQL,1274,100,,,
RSDQL,1242,100,,,
RSDQL,1268,100,,,
RSDQL,1226,100,,,
RSDQL,1264,100,,,
RSDQL,1036,100,,,
RSDQL,1473,100,,,
RSDQL,1228,100,,,
RSDQL,1238,100,,,
RSDQL,1220,100,,,
RSDQL,1506,100,,,
RSDQL,1238,100,,,
RSDQL,1261,100,,,
RSDQL,1200,100,,,
RSDQL,957,100,,,
RSDQL,1219,100,,,
RSDQL,1222,100,,,
RSDQL,1663,100,,,
RSDQL,1547,100,,,
RSDQL,1247,100,,,
RSDQL,788,100,,,
RSDQL,1472,100,,,
RSDQL,987,100,,,
RSDQL,1437,100,,,
RSDQL,1221,100,,,
RSDQL,1233,100,,,
RSDQL,1678,100,,,
RSDQL,1199,100,,,
RSDQL,1201,100,,,
RSDQL,980,100,,,
RSDQL,1255,100,,,
RSDQL,1241,100,,,
RSDQL,1263,100,,,
RSDQL,1238,100,,,
RSDQL,1230,100,,,
RSDQL,1435,100,,,
RSDQL,1731,100,,,
RSDQL,1253,100,,,
RSDQL,1237,100,,,
RSDQL,1223,100,,,
RSDQL,1036,100,,,
RSDQL,1010,100,,,
RSDQL,1448,100,,,
RSDQL,1194,100,,,
RSDQL,1167,100,,,
RSDQL,1480,100,,,
RSDQL,1197,100,,,
RSDQL,1230,100,,,
RSDQL,1006,100,,,
RSDQL,809,100,,,
RSDQL,1209,100,,,
RSDQL,1249,100,,,
RSDQL,1237,100,,,
RSDQL,1231,100,,,
RSDQL,1436,100,,,
RSDQL,1260,100,,,
RSDQL,1197,100,,,
RSDQL,1000,100,,,
RSDQL,1406,100,,,
RSDQL,1063,100,,,
RSDQL,1216,100,,,
RSDQL,1254,100,,,
RSDQL,1251,100,,,
RSDQL,1000,100,,,
RSDQL,1255,100,,,
RSDQL,1275,100,,,
RSDQL,1428,100,,,
RSDQL,1264,100,,,
RSDQL,1267,100,,,
RSDQL,1257,100,,,
RSDQL,1310,100,,,
RSDQL,1236,100,,,
RSDQL,1225,100,,,
RSDQL,1245,100,,,
RSDQL,1272,100,,,
RSDQL,1262,100,,,
RSDQL,1495,100,,,
RSDQL,1019,100,,,
RSDQL,1494,100,,,
RSDQL,1040,100,,,
RSDQL,1225,100,,,
RSDQL,1238,100,,,
RSDQL,1232,100,,,
RSDQL,1003,100,,,
RSDQL,1499,100,,,
RSDQL,1015,100,,,
RSDQL,1256,100,,,
RSDQL,966,100,,,
RSDQL,1218,100,,,
RSDQL,1710,100,,,
RSDQL,1233,100,,,
RSDQL,817,100,,,
RSDQL,998,100,,,
RSDQL,1249,100,,,
RSDQL,1008,100,,,
RSDQL,1440,100,,,
RSDQL,1240,100,,,
RSDQL,1241,100,,,
RSDQL,1239,100,,,
RSDQL,1248,100,,,
RSDQL,1213,100,,,
RSDQL,1196,100,,,
RSDQL,1188,100,,,
RSDQL,1218,100,,,
RSDQL,1049,100,,,
RSDQL,1444,100,,,
RSDQL,1229,100,,,
RSDQL,1224,100,,,
RSDQL,1048,100,,,
RSDQL,1215,100,,,
RSDQL,1215,100,,,
RSDQL,974,100,,,
RSDQL,1244,100,,,
RSDQL,1193,100,,,
RSDQL,1258,100,,,
RSDQL,1213,100,,,
RSDQL,1270,100,,,
RSDQL,1031,100,,,
RSDQL,1214,100,,,
RSDQL,1232,100,,,
RSDQL,774,100,,,
RSDQL,1270,100,,,
RSDQL,1246,100,,,
RSDQL,1483,100,,,
RSDQL,1455,100,,,
RSDQL,1305,100,,,
RSDQL,994,100,,,
RSDQL,1921,100,,,
RSDQL,1051,100,,,
RSDQL,1004,100,,,
RSDQL,1004,100,,,
RSDQL,1274,100,,,
RSDQL,999,100,,,
RSDQL,1727,100,,,
RSDQL,1242,100,,,
RSDQL,1244,100,,,
RSDQL,1273,100,,,
RSDQL,1036,100,,,
RSDQL,1236,100,,,
RSDQL,1281,100,,,
RSDQL,997,100,,,
RSDQL,1239,100,,,
RSDQL,1513,100,,,
RSDQL,1038,100,,,
RSDQL,1183,100,,,
RSDQL,1030,100,,,
RSDQL,1425,100,,,
RSDQL,1467,100,,,
RSDQL,1008,100,,,
RSDQL,1022,100,,,
RSDQL,1247,100,,,
RSDQL,1486,100,,,
RSDQL,985,100,,,
RSDQL,1492,100,,,
RSDQL,1275,100,,,
RSDQL,1446,100,,,
RSDQL,1727,100,,,
RSDQL,1440,100,,,
RSDQL,1026,100,,,
RSDQL,1477,100,,,
RSDQL,1282,100,,,
RSDQL,1447,100,,,
RSDQL,1196,100,,,
RSDQL,1302,100,,,
RSDQL,1032,100,,,
RSDQL,1197,100,,,
RSDQL,1029,100,,,
RSDQL,1259,100,,,
RSDQL,1223,100,,,
RSDQL,1269,100,,,
RSDQL,1245,100,,,
RSDQL,1232,100,,,
RSDQL,1239,100,,,
RSDQL,1018,100,,,
RSDQL,1018,100,,,
RSDQL,1282,100,,,
RSDQL,1276,100,,,
RSDQL,1271,100,,,
RSDQL,1514,100,,,
RSDQL,1241,100,,,
RSDQL,1229,100,,,
RSDQL,1525,100,,,
RSDQL,1245,100,,,
RSDQL,1473,100,,,
RSDQL,1092,100,,,
RSDQL,1281,100,,,
RSDQL,1116,100,,,
RSDQL,1281,100,,,
RSDQL,1009,100,,,
RSDQL,1022,100,,,
RSDQL,1306,100,,,
RSDQL,1335,100,,,
RSDQL,1309,100,,,
RSDQL,1270,100,,,
RSDQL,1287,100,,,
RSDQL,1653,100,,,
RSDQL,1252,100,,,
RSDQL,1452,100,,,
RSDQL,1248,100,,,
RSDQL,1193,100,,,
RSDQL,1187,100,,,
RSDQL,1087,100,,,
RSDQL,1057,100,,,
RSDQL,1094,100,,,
RSDQL,1569,100,,,
RSDQL,1530,100,,,
RSDQL,1335,100,,,
RSDQL,1582,100,,,
RSDQL,1063,100,,,
RSDQL,1341,100,,,
RSDQL,1339,100,,,
RSDQL,1366,100,,,
RSDQL,1343,100,,,
RSDQL,1309,100,,,
RSDQL,1352,100,,,
RSDQL,1348,100,,,
RSDQL,1576,100,,,
RSDQL,1061,100,,,
RSDQL,1474,100,,,
RSDQL,1745,100,,,
RSDQL,1518,100,,,
RSDQL,1294,100,,,
RSDQL,1058,100,,,
RSDQL,1982,100,,,
RSDQL,1100,100,,,
RSDQL,1404,100,,,
RSDQL,1374,100,,,
RSDQL,1375,100,,,
RSDQL,889,100,,,
RSDQL,1373,100,,,
RSDQL,1383,100,,,
RSDQL,1398,100,,,
RSDQL,1412,100,,,
RSDQL,1305,100,,,
RSDQL,1147,100,,,
RSDQL,1563,100,,,
RSDQL,1334,100,,,
RSDQL,1106,100,,,
RSDQL,1408,100,,,
RSDQL,1363,100,,,
RSDQL,1360,100,,,
RSDQL,1378,100,,,
RSDQL,1373,100,,,
RSDQL,1381,100,,,
RSDQL,1313,100,,,
RSDQL,1254,100,,,
RSDQL,1334,100,,,
RSDQL,921,100,,,
RSDQL,1645,100,,,
RSDQL,1679,100,,,
RSDQL,1420,100,,,
RSDQL,1851,100,,,
RSDQL,1414,100,,,
RSDQL,1384,100,,,
RSDQL,1410,100,,,
RSDQL,1476,100,,,
RSDQL,1595,100,,,
RSDQL,1601,100,,,
RSDQL,1430,100,,,
RSDQL,1486,100,,,
RSDQL,1446,100,,,
RSDQL,1414,100,,,
RSDQL,1427,100,,,
RSDQL,1431,100,,,
RSDQL,1183,100,,,
RSDQL,1374,100,,,
RSDQL,1430,100,,,
RSDQL,1466,100,,,
RSDQL,1466,100,,,
RSDQL,1681,100,,,
RSDQL,1176,100,,,
RSDQL,1654,100,,,
RSDQL,1423,100,,,
RSDQL,1421,100,,,
RSDQL,1691,100,,,
RSDQL,1265,100,,,
RSDQL,1463,100,,,
RSDQL,1431,100,,,
RSDQL,1407,100,,,
RSDQL,1406,100,,,
RSDQL,1517,100,,,
RSDQL,1485,100,,,
RSDQL,1245,100,,,
RSDQL,1716,100,,,
RSDQL,1513,100,,,
RSDQL,1415,100,,,
RSDQL,1759,100,,,
RSDQL,1703,100,,,
RSDQL,1153,100,,,
RSDQL,1236,100,,,
RSDQL,1078,100,,,
RSDQL,1689,100,,,
RSDQL,1456,100,,,
RSDQL,1421,100,,,
RSDQL,1446,100,,,
RSDQL,1399,100,,,
RSDQL,1453,100,,,
RSDQL,1361,100,,,
RSDQL,1689,100,,,
RSDQL,1442,100,,,
RSDQL,1203,100,,,
RSDQL,1691,100,,,
RSDQL,1398,100,,,
RSDQL,938,100,,,
RSDQL,1433,100,,,
RSDQL,1198,100,,,
RSDQL,1382,100,,,
RSDQL,1660,100,,,
RSDQL,1697,100,,,
RSDQL,1399,100,,,
RSDQL,1361,100,,,
RSDQL,1634,100,,,
RSDQL,1187,100,,,
RSDQL,1081,100,,,
RSDQL,1183,100,,,
RSDQL,1482,100,,,
RSDQL,1605,100,,,
RSDQL,1492,100,,,
RSDQL,1515,100,,,
RSDQL,1530,100,,,
RSDQL,1564,100,,,
RSDQL,1427,100,,,
RSDQL,1629,100,,,
RSDQL,1486,100,,,
RSDQL,1438,100,,,
RSDQL,1574,100,,,
RSDQL,1410,100,,,
RSDQL,1043,100,,,
RSDQL,1288,100,,,
RSDQL,1457,100,,,
RSDQL,1446,100,,,
RSDQL,1460,100,,,
RSDQL,1658,100,,,
RSDQL,1317,100,,,
RSDQL,1348,100,,,
RSDQL,1516,100,,,
RSDQL,1144,100,,,
RSDQL,1724,100,,,
RSDQL,1348,100,,,
RSDQL,1288,100,,,
RSDQL,1361,100,,,
RSDQL,1284,100,,,
RSDQL,1712,100,,,
RSDQL,1005,100,,,
RSDQL,1033,100,,,
RSDQL,1315,100,,,
RSDQL,1040,100,,,
RSDQL,1797,100,,,
RSDQL,1328,100,,,
RSDQL,1603,100,,,
RSDQL,1043,100,,,
RSDQL,1614,100,,,
RSDQL,1641,100,,,
RSDQL,1262,100,,,
RSDQL,1019,100,,,
RSDQL,1274,100,,,
RSDQL,1047,100,,,
RSDQL,1527,100,,,
RSDQL,1204,100,,,
RSDQL,978,100,,,
RSDQL,1345,100,,,
RSDQL,1238,100,,,
RSDQL,1264,100,,,
RSDQL,1016,100,,,
RSDQL,1285,100,,,
RSDQL,1902,100,,,
RSDQL,1259,100,,,
RSDQL,1267,100,,,
RSDQL,1289,100,,,
RSDQL,1283,100,,,
RSDQL,1538,100,,,
RSDQL,1773,100,,,
RSDQL,1482,100,,,
RSDQL,1243,100,,,
RSDQL,1212,100,,,
RSDQL,1260,100,,,
RSDQL,1086,100,,,
RSDQL,1203,100,,,
RSDQL,1210,100,,,
RSDQL,1223,100,,,
RSDQL,1518,100,,,
RSDQL,1220,100,,,
RSDQL,1742,100,,,
RSDQL,1234,100,,,
RSDQL,1225,100,,,
RSDQL,1084,100,,,
RSDQL,1260,100,,,
RSDQL,1106,100,,,
RSDQL,1259,100,,,
RSDQL,1175,100,,,
RSDQL,1036,100,,,
RSDQL,1480,100,,,
RSDQL,1325,100,,,
RSDQL,1302,100,,,
RSDQL,1350,100,,,
RSDQL,1350,100,,,
RSDQL,1347,100,,,
RSDQL,1350,100,,,
RSDQL,1037,100,,,
RSDQL,1351,100,,,
RSDQL,1388,100,,,
RSDQL,1038,100,,,
RSDQL,1342,100,,,
RSDQL,1354,100,,,
RSDQL,1422,100,,,
RSDQL,1265,100,,,
RSDQL,1270,100,,,
RSDQL,1267,100,,,
RSDQL,1027,100,,,
RSDQL,1221,100,,,
RSDQL,1061,100,,,
RSDQL,1065,100,,,
RSDQL,1058,100,,,
RSDQL,1048,100,,,
RSDQL,1058,100,,,
RSDQL,1554,100,,,
RSDQL,1552,100,,,
RSDQL,1601,100,,,
RSDQL,1271,100,,,
RSDQL,1057,100,,,
RSDQL,1222,100,,,
RSDQL,1234,100,,,
RSDQL,1775,100,,,
RSDQL,1626,100,,,
RSDQL,1260,100,,,
RSDQL,1618,100,,,
RSDQL,1514,100,,,
RSDQL,1434,100,,,
RSDQL,1262,100,,,
RSDQL,1280,100,,,
RSDQL,1281,100,,,
RSDQL,1255,100,,,
RSDQL,1244,100,,,
RSDQL,1258,100,,,
RSDQL,1256,100,,,
RSDQL,1284,100,,,
RSDQL,1026,100,,,
RSDQL,1290,100,,,
RSDQL,1327,100,,,
RSDQL,1206,100,,,
RSDQL,1004,100,,,
RSDQL,1254,100,,,
RSDQL,1015,100,,,
RSDQL,1331,100,,,
RSDQL,1232,100,,,
RSDQL,1204,100,,,
RSDQL,1220,100,,,
RSDQL,1481,100,,,
RSDQL,1234,100,,,
RSDQL,1243,100,,,
RSDQL,1229,100,,,
RSDQL,1262,100,,,
RSDQL,1279,100,,,
RSDQL,1285,100,,,
RSDQL,1271,100,,,
RSDQL,1535,100,,,
RSDQL,1026,100,,,
RSDQL,1263,100,,,
RSDQL,1274,100,,,
RSDQL,1479,100,,,
RSDQL,1017,100,,,
RSDQL,1244,100,,,
RSDQL,1241,100,,,
RSDQL,1247,100,,,
RSDQL,1279,100,,,
RSDQL,1721,100,,,
RSDQL,1270,100,,,
RSDQL,1245,100,,,
RSDQL,1257,100,,,
RSDQL,1254,100,,,
RSDQL,997,100,,,
RSDQL,1277,100,,,
RSDQL,1272,100,,,
RSDQL,1280,100,,,
RSDQL,1263,100,,,
RSDQL,1288,100,,,
RSDQL,1756,100,,,
RSDQL,1295,100,,,
RSDQL,1250,100,,,
RSDQL,1250,100,,,
RSDQL,1034,100,,,
RSDQL,1274,100,,,
RSDQL,1288,100,,,
RSDQL,1303,100,,,
RSDQL,1280,100,,,
RSDQL,1325,100,,,
RSDQL,1252,100,,,
RSDQL,1337,100,,,
RSDQL,1323,100,,,
RSDQL,1027,100,,,
RSDQL,1011,100,,,
RSDQL,1720,100,,,
RSDQL,985,100,,,
RSDQL,1182,100,,,
RSDQL,1206,100,,,
RSDQL,1000,100,,,
RSDQL,1223,100,,,
RSDQL,1215,100,,,
RSDQL,1208,100,,,
RSDQL,1430,100,,,
RSDQL,1230,100,,,
RSDQL,1006,100,,,
RSDQL,1462,100,,,
RSDQL,1237,100,,,
RSDQL,1018,100,,,
RSDQL,1233,100,,,
RSDQL,1432,100,,,
RSDQL,1246,100,,,
RSDQL,1237,100,,,
RSDQL,1424,100,,,
RSDQL,1425,100,,,
RSDQL,1223,100,,,
RSDQL,1029,100,,,
RSDQL,1199,100,,,
RSDQL,1268,100,,,
RSDQL,1224,100,,,
RSDQL,1208,100,,,
RSDQL,1220,100,,,
RSDQL,1209,100,,,
RSDQL,1001,100,,,
RSDQL,1238,100,,,
RSDQL,1043,100,,,
RSDQL,1247,100,,,
RSDQL,1476,100,,,
RSDQL,1056,100,,,
RSDQL,1222,100,,,
RSDQL,1207,100,,,
RSDQL,1175,100,,,
RSDQL,1231,100,,,
RSDQL,1175,100,,,
RSDQL,1228,100,,,
RSDQL,1190,100,,,
RSDQL,1024,100,,,
RSDQL,1473,100,,,
RSDQL,1694,100,,,
RSDQL,1464,100,,,
RSDQL,995,100,,,
RSDQL,1219,100,,,
RSDQL,995,100,,,
RSDQL,1428,100,,,
RSDQL,1246,100,,,
RSDQL,1025,100,,,
RSDQL,1226,100,,,
RSDQL,1244,100,,,
RSDQL,1251,100,,,
RSDQL,976,100,,,
RSDQL,1220,100,,,
RSDQL,1243,100,,,
RSDQL,1236,100,,,
RSDQL,1216,100,,,
RSDQL,1202,100,,,
RSDQL,994,100,,,
RSDQL,1189,100,,,
RSDQL,1194,100,,,
RSDQL,1435,100,,,
RSDQL,1190,100,,,
RSDQL,2118,100,,,
RSDQL,1198,100,,,
RSDQL,1008,100,,,
RSDQL,1224,100,,,
RSDQL,1470,100,,,
RSDQL,1187,100,,,
RSDQL,999,100,,,
RSDQL,1155,100,,,
RSDQL,961,100,,,
RSDQL,1413,100,,,
RSDQL,952,100,,,
RSDQL,1159,100,,,
RSDQL,1183,100,,,
RSDQL,1177,100,,,
RSDQL,1203,100,,,
RSDQL,1192,100,,,
RSDQL,1433,100,,,
RSDQL,1193,100,,,
RSDQL,1155,100,,,
RSDQL,1222,100,,,
RSDQL,1394,100,,,
RSDQL,1186,100,,,
RSDQL,1203,100,,,
RSDQL,1206,100,,,
RSDQL,1186,100,,,
RSDQL,1156,100,,,
RSDQL,1191,100,,,
RSDQL,1154,100,,,
RSDQL,1189,100,,,
RSDQL,1174,100,,,
RSDQL,1192,100,,,
RSDQL,1159,100,,,
RSDQL,967,100,,,
RSDQL,989,100,,,
RSDQL,1384,100,,,
RSDQL,1134,100,,,
RSDQL,1210,100,,,
RSDQL,961,100,,,
RSDQL,1228,100,,,
RSDQL,1223,100,,,
RSDQL,1157,100,,,
RSDQL,1166,100,,,
RSDQL,1184,100,,,
RSDQL,1143,100,,,
RSDQL,1153,100,,,
RSDQL,1409,100,,,
RSDQL,1191,100,,,
RSDQL,1180,100,,,
RSDQL,1187,100,,,
RSDQL,966,100,,,
RSDQL,962,100,,,
RSDQL,1147,100,,,
RSDQL,983,100,,,
RSDQL,1211,100,,,
RSDQL,1166,100,,,
RSDQL,960,100,,,
RSDQL,1389,100,,,
RSDQL,941,100,,,
RSDQL,1185,100,,,
RSDQL,1190,100,,,
RSDQL,1384,100,,,
RSDQL,1178,100,,,
RSDQL,1421,100,,,
RSDQL,961,100,,,
RSDQL,1167,100,,,
RSDQL,962,100,,,
RSDQL,1194,100,,,
RSDQL,1257,100,,,
RSDQL,1246,100,,,
RSDQL,1211,100,,,
RSDQL,1361,100,,,
RSDQL,1433,100,,,
RSDQL,966,100,,,
RSDQL,1426,100,,,
RSDQL,1192,100,,,
RSDQL,1217,100,,,
RSDQL,991,100,,,
RSDQL,1198,100,,,
RSDQL,950,100,,,
RSDQL,986,100,,,
RSDQL,1207,100,,,
RSDQL,1005,100,,,
RSDQL,1168,100,,,
RSDQL,1197,100,,,
RSDQL,1457,100,,,
RSDQL,1390,100,,,
RSDQL,1198,100,,,
RSDQL,1034,100,,,
RSDQL,1025,100,,,
RSDQL,1437,100,,,
RSDQL,1043,100,,,
RSDQL,1205,100,,,
RSDQL,1209,100,,,
RSDQL,948,100,,,
RSDQL,1221,100,,,
RSDQL,1389,100,,,
RSDQL,1361,100,,,
RSDQL,1383,100,,,
RSDQL,1606,100,,,
RSDQL,1153,100,,,
RSDQL,1178,100,,,
RSDQL,1369,100,,,
RSDQL,1194,100,,,
RSDQL,930,100,,,
RSDQL,1020,100,,,
RSDQL,774,100,,,
RSDQL,1202,100,,,
RSDQL,1193,100,,,
RSDQL,947,100,,,
RSDQL,1219,100,,,
RSDQL,1221,100,,,
RSDQL,1255,100,,,
RSDQL,1188,100,,,
RSDQL,1408,100,,,
RSDQL,1185,100,,,
RSDQL,1211,100,,,
RSDQL,1226,100,,,
RSDQL,1039,100,,,
RSDQL,982,100,,,
RSDQL,1428,100,,,
RSDQL,1130,100,,,
RSDQL,1190,100,,,
RSDQL,1199,100,,,
RSDQL,1463,100,,,
RSDQL,986,100,,,
RSDQL,1392,100,,,
RSDQL,1426,100,,,
RSDQL,1241,100,,,
RSDQL,1150,100,,,
RSDQL,962,100,,,
RSDQL,964,100,,,
RSDQL,1262,100,,,
RSDQL,1451,100,,,
RSDQL,1172,100,,,
RSDQL,1177,100,,,
RSDQL,1190,100,,,
RSDQL,992,100,,,
RSDQL,991,100,,,
RSDQL,1838,100,,,
RSDQL,1182,100,,,
RSDQL,996,100,,,
RSDQL,940,100,,,
RSDQL,1416,100,,,
RSDQL,1248,100,,,
RSDQL,977,100,,,
RSDQL,1588,100,,,
RSDQL,1023,100,,,
RSDQL,969,100,,,
RSDQL,1285,100,,,
RSDQL,1211,100,,,
RSDQL,1428,100,,,
RSDQL,1252,100,,,
RSDQL,1418,100,,,
RSDQL,1236,100,,,
RSDQL,1397,100,,,
RSDQL,969,100,,,
RSDQL,982,100,,,
RSDQL,1239,100,,,
RSDQL,1298,100,,,
RSDQL,1291,100,,,
RSDQL,1315,100,,,
RSDQL,972,100,,,
RSDQL,1400,100,,,
RSDQL,1243,100,,,
RSDQL,1185,100,,,
RSDQL,1203,100,,,
RSDQL,1446,100,,,
RSDQL,1245,100,,,
RSDQL,1234,100,,,
RSDQL,1250,100,,,
RSDQL,1055,100,,,
RSDQL,1217,100,,,
RSDQL,1188,100,,,
RSDQL,1266,100,,,
RSDQL,1264,100,,,
RSDQL,1221,100,,,
RSDQL,1473,100,,,
RSDQL,767,100,,,
RSDQL,1176,100,,,
RSDQL,1195,100,,,
RSDQL,1051,100,,,
RSDQL,1206,100,,,
RSDQL,1201,100,,,
RSDQL,966,100,,,
RSDQL,1017,100,,,
RSDQL,1577,100,,,
RSDQL,1047,100,,,
RSDQL,1227,100,,,
RSDQL,1409,100,,,
RSDQL,1432,100,,,
RSDQL,1190,100,,,
RSDQL,1264,100,,,
RSDQL,1423,100,,,
RSDQL,1271,100,,,
RSDQL,1265,100,,,
RSDQL,1252,100,,,
RSDQL,1252,100,,,
RSDQL,958,100,,,
RSDQL,1267,100,,,
RSDQL,1271,100,,,
RSDQL,1171,100,,,
RSDQL,1278,100,,,
RSDQL,1284,100,,,
RSDQL,1189,100,,,
RSDQL,1253,100,,,
RSDQL,923,100,,,
RSDQL,1122,100,,,
RSDQL,1134,100,,,
RSDQL,1182,100,,,
RSDQL,1199,100,,,
RSDQL,1142,100,,,
RSDQL,1188,100,,,
RSDQL,1610,100,,,
RSDQL,1229,100,,,
RSDQL,957,100,,,
RSDQL,1359,100,,,
RSDQL,1327,100,,,
RSDQL,1366,100,,,
RSDQL,1388,100,,,
RSDQL,1308,100,,,
RSDQL,1408,100,,,
RSDQL,1066,100,,,
RSDQL,1166,100,,,
RSDQL,934,100,,,
RSDQL,1424,100,,,
RSDQL,1044,100,,,
RSDQL,934,100,,,
RSDQL,1192,100,,,
